STATION,AÑO,lluvia_emergencia,lluvia_encanazon,lluvia_espigazon,lluvia_floracion,lluvia_llenado_de_grano,lluvia_macollaje,lluvia_siembra,tmax_emergencia,tmax_encanazon,tmax_espigazon,tmax_floracion,tmax_llenado_de_grano,tmax_macollaje,tmax_siembra,tmin_emergencia,tmin_encanazon,tmin_espigazon,tmin_floracion,tmin_llenado_de_grano,tmin_macollaje,tmin_siembra
ARM00087395,2016,67.8,75.5,11.9,77.0,43.199999999999996,52.3,145.8,20.33703703703704,25.818181818181817,25.44,29.25,28.608333333333334,21.635714285714283,19.355555555555554,7.26875,13.088888888888889,14.011111111111111,14.785714285714286,14.827777777777776,8.662068965517241,9.23125
ARM00087395,2017,216.6,189.5,6.1,4.1,18.1,173.0,44.3,24.05,26.055555555555557,26.360000000000003,28.225,29.8125,22.361538461538462,20.857142857142858,10.245238095238095,13.74736842105263,13.563636363636363,14.688888888888888,13.15263157894737,12.546153846153846,12.505263157894737
ARM00087395,2018,100.2,18.0,0.0,0.0,0.0,46.2,45.4,17.013636363636365,25.669999999999998,28.125,28.599999999999998,30.580000000000002,24.638461538461538,16.90909090909091,6.1,11.941176470588236,14.86,16.1,16.616666666666667,13.53103448275862,6.064705882352941
ARM00087395,2019,43.1,19.3,0.0,0.0,0.0,0.0,0.0,19.944444444444443,26.255555555555556,29.833333333333332,27.266666666666666,30.85,21.033333333333335,18.1125,7.27906976744186,14.13076923076923,14.809999999999999,16.914285714285715,16.794444444444444,8.307407407407409,5.305555555555555
ARM00087395,2020,39.7,7.3999999999999995,33.1,3.0,3.0,94.00000000000001,4.1,22.136363636363637,26.2,26.733333333333334,27.7,31.133333333333333,23.40833333333333,17.454545454545453,7.589130434782609,12.36111111111111,14.327272727272726,14.26,16.2125,9.314814814814815,4.90625
ARM00087395,2021,36.300000000000004,1.0,21.9,0.0,7.1,98.8,59.7,20.436842105263157,24.7125,31.416666666666668,30.96,32.34285714285714,23.973333333333336,17.5875,5.851111111111111,10.33,14.818181818181818,16.1,14.715789473684211,11.438461538461537,4.915789473684211
ARM00087453,1990,10.5,11.639999999999999,0.31,0.0,69.74,16.94,8.21,43.876315789473686,48.800000000000004,53.05,47.875,58.74444444444445,45.544444444444444,39.34444444444445,25.346511627906978,32.053333333333335,37.641666666666666,34.54,39.52916666666667,25.354545454545452,23.85625
ARM00087453,1991,151.6,21.8,31.0,1.0,3.0,21.8,7.1,17.273684210526316,23.228571428571428,23.066666666666666,25.4,27.166666666666668,22.144444444444446,16.9,4.233333333333333,8.281818181818181,14.4,12.799999999999999,14.107692307692307,8.305263157894737,4.75625
ARM00087453,1992,13.9,65.1,0.5,7.1,41.3,130.5,0.0,16.589285714285715,26.414285714285715,26.78,24.125,24.8,19.514285714285712,14.077777777777778,4.31764705882353,10.68,11.428571428571429,9.4125,15.325,8.513636363636364,3.9769230769230766
ARM00087453,1993,6.1,43.3,53.4,7.1,190.2,3.0,2.0,18.05,26.5,17.8,30.266666666666666,24.655555555555555,21.827272727272728,17.16,3.08,12.785714285714286,10.2,13.6375,13.75,7.18,3.857142857142857
ARM00087453,1994,61.7,127.8,18.0,142.0,86.8,35.1,23.1,18.017391304347825,21.82857142857143,21.240000000000002,26.7,27.400000000000002,23.522222222222222,17.177777777777777,5.5552631578947365,11.828571428571427,8.955555555555556,12.742857142857144,15.183333333333332,9.258333333333335,2.90625
ARM00087453,1995,36.1,46.2,4.1,49.0,157.0,28.4,0.0,16.51153846153846,23.754545454545454,26.0,35.075,26.177777777777777,23.441666666666666,18.35,2.8649999999999998,8.994736842105263,13.14,17.119999999999997,14.126666666666667,8.112499999999999,2.3058823529411767
ARM00087453,1996,0.0,40.1,39.9,57.2,160.0,54.9,1.0,20.517391304347825,25.788888888888888,27.25,26.066666666666666,30.3,20.28666666666667,14.05,5.929032258064516,12.225,12.175,12.666666666666666,15.43125,6.011111111111111,1.2785714285714285
ARM00087453,1997,24.5,51.1,24.9,0.0,97.0,38.1,108.19999999999999,18.75294117647059,20.91,22.314285714285713,27.799999999999997,26.53333333333333,22.084615384615386,15.445454545454545,6.9,11.023529411764706,11.95,14.722222222222221,14.029411764705882,8.704,2.735294117647059
ARM00087453,1998,113.19999999999999,22.1,25.9,39.9,73.6,45.2,0.0,18.748,27.01111111111111,27.933333333333334,21.880000000000003,27.82,20.39,18.09,5.880952380952381,12.23,14.109090909090908,13.95,14.60625,6.952000000000001,5.272222222222222
ARM00087453,1999,0.0,19.8,7.1,90.0,2.8,0.0,0.0,17.105,23.4,27.4,21.8,28.863636363636363,23.046666666666667,14.9,4.047826086956522,10.61875,14.125,8.644444444444444,15.65,10.213793103448275,4.164705882352941
ARM00087453,2000,2.0,8.899999999999999,22.1,30.200000000000003,108.19999999999999,5.8999999999999995,5.8,17.038095238095238,22.9,28.0,21.650000000000002,25.133333333333333,19.339999999999996,16.474999999999998,2.7489795918367346,10.466666666666667,13.744444444444445,13.5125,13.111764705882353,6.982758620689655,3.5
ARM00087453,2001,9.2,33.8,40.9,4.1,10.3,21.4,0.8,18.571428571428573,22.885714285714283,28.299999999999997,26.78333333333333,27.818181818181817,21.641666666666666,19.075,5.609090909090909,11.952941176470588,13.166666666666666,13.185714285714285,13.577777777777778,8.35,2.9277777777777776
ARM00087453,2002,12.2,41.9,11.9,0.0,189.0,0.0,1.8,19.142307692307693,25.016666666666666,23.03333333333333,25.666666666666668,31.28888888888889,25.0,13.528571428571428,5.304545454545455,14.585714285714285,10.783333333333333,11.016666666666666,15.427317156499969,7.2299999999999995,2.2944444444444443
ARM00087453,2003,101.1,0.0,5.1,0.0,19.0,0.0,40.2,17.48095238095238,27.91111111111111,33.5,28.925,33.51428571428571,23.330000000000002,17.263636363636365,3.6608695652173915,12.315384615384614,12.8625,13.122222222222222,15.026666666666667,7.325,8.1
ARM00087453,2004,45.2,66.3,0.0,4.0,39.8,0.0,0.0,15.838095238095239,25.914285714285715,25.82,26.35,26.585714285714285,24.21333333333333,18.79090909090909,5.128571428571429,10.233333333333333,11.5,12.8375,14.366666666666667,8.404,3.8444444444444446
ARM00087453,2005,14.5,3.8,59.2,0.5,78.3,15.0,5.1,18.5,23.785714285714285,22.599999999999998,30.95,31.06666666666667,19.72,17.8,4.758333333333334,10.244444444444445,8.633333333333333,12.5375,16.829411764705885,5.474074074074075,3.6789473684210527
ARM00087453,2006,0.0,38.0,69.0,14.1,142.8,5.1,4.1,20.156,27.472727272727273,27.475,24.116666666666664,27.827272727272728,23.3,19.869999999999997,4.289130434782609,12.633333333333333,14.327272727272726,12.377777777777778,15.36315789473684,7.975862068965518,6.855555555555556
ARM00087453,2007,0.0,29.9,67.1,9.200000000000001,24.9,61.5,12.9,15.542857142857141,24.727272727272727,30.233333333333334,26.139999999999997,30.791666666666668,22.133333333333336,15.680000000000001,1.5319999999999998,11.2,14.919999999999998,13.15,12.68888888888889,9.113793103448277,1.2277777777777779
ARM00087453,2008,6.699999999999999,22.6,0.5,15.5,158.9,24.0,7.9,19.33076923076923,24.3625,28.366666666666664,32.08,30.9875,22.264285714285712,17.98,5.3062499999999995,10.277777777777779,12.47,16.47,16.35,6.992592592592593,4.8315789473684205
ARM00087453,2009,7.1,28.9,10.9,3.0,150.0,76.8,0.0,20.25,27.342857142857145,30.333333333333332,27.339999999999996,30.299999999999997,19.82,17.39090909090909,3.906,9.209999999999999,13.681818181818182,11.81111111111111,15.544999999999998,5.453333333333333,2.9473684210526314
ARM00087453,2010,0.0,83.6,9.1,11.9,94.30000000000001,62.5,4.1,18.09047619047619,23.2875,28.633333333333336,31.75,28.311111111111114,22.092307692307692,20.77777777777778,1.4918367346938775,9.233333333333333,10.472727272727273,13.022222222222222,14.09,7.392307692307692,4.444444444444445
ARM00087453,2011,4.1,47.3,47.5,9.9,106.30000000000001,30.0,7.1,18.83478260869565,23.275000000000002,25.919999999999998,30.549999999999997,30.342857142857145,25.521428571428572,16.3,3.9108695652173915,9.894117647058822,11.7,16.3625,15.183333333333334,9.036,0.41111111111111115
ARM00087453,2012,12.1,89.8,51.3,26.2,147.7,97.9,0.0,19.154166666666665,24.0,25.03333333333333,28.619999999999997,28.357142857142858,21.55,19.836363636363636,4.2775,11.035294117647059,11.855555555555556,15.419999999999998,14.016666666666667,9.737499999999999,3.4944444444444445
ARM00087453,2013,0.0,42.9,6.1,98.5,65.60000000000001,1.8,0.0,20.51764705882353,28.400000000000002,27.839999999999996,24.28,28.72,20.666666666666668,18.10909090909091,2.3434782608695652,11.622222222222222,12.581818181818182,13.26,14.1875,5.689655172413793,2.7444444444444445
ARM00087453,2014,0.0,64.0,0.0,41.4,52.5,49.6,0.3,20.468,23.633333333333336,32.519999999999996,25.53333333333333,30.099999999999998,23.978571428571428,18.47,5.219047619047619,11.333333333333334,16.64,11.025,15.592857142857143,9.25,3.744444444444445
ARM00087453,2015,11.5,16.5,26.5,37.2,155.6,36.6,15.200000000000001,19.90357142857143,20.299999999999997,24.18,25.4,27.75,22.838461538461537,18.955555555555556,5.943181818181818,7.125,11.014285714285714,12.26,13.766666666666667,6.730434782608695,4.7125
ARM00087453,2016,145.5,74.9,34.8,9.9,31.9,1.0,25.9,19.516,24.718181818181815,25.8,28.099999999999998,28.466666666666665,23.8,14.718181818181819,4.0375000000000005,10.816666666666668,10.266666666666667,13.255555555555556,13.588235294117647,7.451724137931034,3.011111111111111
ARM00087453,2017,7.1,10.6,214.5,27.9,44.4,14.6,20.7,18.946428571428573,24.885714285714283,26.433333333333334,26.75,29.811111111111114,21.8,19.433333333333334,5.215217391304348,9.452941176470588,11.985714285714286,13.285714285714286,12.346666666666666,7.117391304347826,5.770588235294118
ARM00087453,2018,1.0,0.0,74.9,39.1,148.1,66.6,0.0,18.654545454545453,25.75,23.419999999999998,29.125,27.7125,25.83076923076923,16.572727272727274,2.988095238095238,11.3,12.4125,15.055555555555555,13.93888888888889,10.082608695652175,3.1375
ARM00087453,2019,0.0,11.9,27.200000000000003,37.0,171.2,15.3,0.0,19.827272727272728,26.24,28.25,28.150000000000002,30.188888888888886,23.4,17.32,4.4021739130434785,10.123529411764705,12.34,14.433333333333332,16.63076923076923,6.173076923076923,2.023529411764706
ARM00087453,2020,72.1,13.0,68.0,19.1,63.0,0.8,0.0,20.4,24.880000000000003,28.85,29.28,31.049999999999997,23.16923076923077,14.254545454545456,3.4842105263157896,11.186666666666667,10.2875,14.3125,15.557142857142859,7.572727272727272,1.1866666666666668
ARM00087453,2021,0.0,39.1,18.0,79.0,41.2,46.9,5.1,20.154545454545453,24.075,32.375,25.833333333333332,31.71666666666667,22.82857142857143,18.75,5.1475,8.9625,15.228571428571428,10.879999999999999,14.75,8.283333333333333,4.469230769230769
ARM00087467,1990,12.16,214.84,11.33,0.0,137.51,9.559999999999999,24.01,43.606896551724134,53.68571428571429,53.67142857142857,50.5,58.82777777777778,45.04,39.266666666666666,24.235,30.889285714285712,36.155,32.214285714285715,39.853125,23.90625,24.7625
ARM00087467,1991,77.7,18.0,49.8,7.3999999999999995,33.8,31.9,4.0,17.961111111111112,22.97142857142857,23.566666666666666,27.45,28.23333333333333,21.35,16.544444444444444,4.878378378378378,7.372727272727272,12.933333333333334,13.514285714285714,13.314285714285715,9.027272727272727,4.114285714285715
ARM00087467,1992,18.2,43.0,3.0,0.0,52.1,508.4,0.0,17.266666666666666,25.75,26.23333333333333,26.599999999999998,25.125,20.61111111111111,15.8,2.294736842105263,9.379999999999999,8.628571428571428,9.2,14.492857142857144,7.8,3.746666666666667
ARM00087467,1993,8.700000000000001,25.7,33.0,17.0,77.2,21.1,0.0,19.14782608695652,23.02,20.95,31.4,25.44,22.525,18.23,2.852777777777778,12.0375,13.4,13.069999999999999,13.84375,6.3625,4.153846153846154
ARM00087467,1994,6.0,210.1,29.200000000000003,12.700000000000001,76.2,27.9,1.0,19.639130434782608,26.025,23.71666666666667,28.7,30.879999999999995,22.746153846153845,16.8625,5.376315789473685,12.76875,10.866666666666667,13.560000000000002,14.005882352941176,8.046153846153846,1.2411764705882353
ARM00087467,1995,5.0,80.1,0.5,68.9,0.5,10.7,0.0,18.117391304347827,23.84,30.05,32.266666666666666,26.333333333333332,25.433333333333334,17.65,1.7550000000000001,9.225,10.54,18.3,12.814285714285715,7.708695652173913,-0.044444444444444446
ARM00087467,1996,7.1,83.1,48.0,44.2,43.1,27.4,0.0,20.312024927356322,27.03333333333333,27.825000000000003,23.066666666666666,32.144444444444446,22.2375,14.885714285714286,3.008695652173913,11.347058823529412,12.037500000000001,13.580000000000002,14.360000000000001,6.484,0.0705882352941176
ARM00087467,1997,21.5,21.6,64.89999999999999,8.1,99.80000000000001,28.0,0.5,19.431578947368422,25.0625,26.125,29.0,28.900000000000002,25.214285714285715,16.822222222222223,6.5025,11.28125,13.833333333333334,16.0,14.646666666666667,8.1625,3.1736842105263157
ARM00087467,1998,15.0,26.700000000000003,11.9,10.2,49.0,6.1,0.0,19.652,27.836363636363636,29.03333333333333,26.333333333333332,32.15,23.72222222222222,17.474999999999998,5.0,10.85625,12.85,14.5,13.16,5.234615384615385,4.82
ARM00087467,1999,0.0,0.8,25.9,49.8,12.2,0.0,0.0,20.741176470588236,24.619999999999997,27.7375,21.95,30.616666666666664,25.066666666666666,16.740000000000002,3.2304347826086954,9.0375,14.600000000000001,9.8875,14.416666666666666,9.692307692307692,3.5294117647058822
ARM00087467,2000,0.5,80.29999999999998,0.0,0.0,50.400000000000006,0.8,3.0,18.170833333333334,25.275,26.860000000000003,25.7,27.72,23.116666666666664,17.428571428571427,1.6772727272727272,10.3125,13.51,14.471428571428572,12.74705882352941,6.710714285714286,4.48125
ARM00087467,2001,7.699999999999999,10.200000000000001,16.0,0.0,3.5,4.5,0.0,19.75,21.59,27.9,27.816666666666666,28.077777777777776,21.878947368421052,18.075,5.7155555555555555,12.194117647058825,14.2,13.5375,13.93888888888889,7.4239999999999995,2.1500000000000004
ARM00087467,2002,7.3999999999999995,20.8,26.5,18.0,62.0,38.1,4.8,21.424,28.58888888888889,26.066666666666666,29.525,32.0,24.49230769230769,15.18888888888889,4.257777777777777,13.9125,10.36,11.022222222222222,16.58421052631579,7.185714285714285,2.8210526315789473
ARM00087467,2003,39.8,6.0,0.0,0.0,18.0,9.1,17.0,18.130434782608695,28.80909090909091,30.46,28.675,32.91428571428572,24.745454545454546,18.175,2.3857142857142857,11.31875,10.744444444444445,12.26,15.461111111111112,6.04074074074074,9.059999999999999
ARM00087467,2004,50.6,59.699999999999996,3.5,73.9,22.9,0.0,0.0,19.30909090909091,25.4,28.080000000000002,26.360000000000003,27.1125,27.36923076923077,18.291666666666668,5.038775510204082,10.399999999999999,10.981818181818182,13.399999999999999,14.77222222222222,7.369230769230769,3.5550000000000006
ARM00087467,2005,44.4,0.0,59.9,0.0,34.0,2.0,18.5,18.861538461538462,24.316666666666666,24.619999999999997,28.4,31.67777777777778,22.12857142857143,19.53,4.573913043478261,7.7444444444444445,10.440000000000001,10.814285714285715,15.59375,5.139130434782609,5.33
ARM00087467,2006,11.4,42.4,9.9,63.0,84.10000000000001,2.0,2.0,20.976923076923075,28.88888888888889,29.75,25.3,29.357142857142858,24.792307692307695,20.972727272727273,3.4040816326530607,11.85,12.533333333333333,12.833333333333334,14.433333333333334,5.808,6.3549999999999995
ARM00087467,2007,3.3,50.3,20.9,0.0,4.0,98.0,0.5,17.015,25.724999999999998,29.1,27.55,28.25,22.791666666666668,13.88,0.07727272727272733,12.215789473684211,12.627272727272727,12.655555555555557,11.372222222222222,9.237037037037037,0.4722222222222222
ARM00087467,2008,0.8,46.9,13.3,10.2,73.4,13.0,0.3,21.794999999999998,25.259999999999998,30.660000000000004,33.58571428571428,32.1875,23.116666666666664,20.24285714285714,4.506382978723405,10.305263157894737,12.271428571428572,15.059999999999999,15.125,5.81923076923077,4.910526315789474
ARM00087467,2009,20.200000000000003,32.0,20.1,20.8,111.8,84.0,3.0,20.828000000000003,24.7,34.56666666666666,31.439999999999998,30.2,22.711111111111112,19.69090909090909,2.6260000000000003,8.526315789473685,13.036363636363637,13.544444444444444,16.99411764705882,5.635714285714286,1.761111111111111
ARM00087467,2010,1.0,48.6,4.0,5.1,47.3,104.7,1.5,20.312024927356322,26.41894579434902,28.387415514592934,28.812680491551454,30.78274309919471,24.400739155439922,18.266418098031,4.228612770709955,10.991452409126433,12.82342456826328,13.982539682539683,15.032936069022968,7.658096863407801,3.981593657030964
ARM00087467,2011,8.1,144.8,27.2,0.0,45.2,18.1,10.4,19.18076923076923,23.772727272727273,26.125,30.966666666666665,30.99090909090909,27.48888888888889,15.26,2.9857142857142858,9.43888888888889,10.018181818181818,14.925,14.782352941176471,7.11,-1.04
ARM00087467,2012,117.3,190.3,95.0,11.9,73.9,155.0,9.7,18.911538461538463,24.009999999999998,26.54,29.060000000000002,29.9,23.936363636363637,19.11111111111111,2.568,11.725,13.890909090909092,15.044444444444444,14.76,8.35,3.5526315789473686
ARM00087467,2013,2.5,8.9,0.5,214.1,71.2,14.8,4.1,19.318181818181817,28.060000000000002,28.814285714285713,25.4,30.0625,24.892857142857142,17.072727272727274,2.0770833333333334,11.389473684210527,11.61,14.88,14.294999999999998,6.36551724137931,3.2649999999999997
ARM00087467,2014,1.0,63.0,5.1,56.699999999999996,88.2,37.400000000000006,7.1,21.063636363636363,26.755555555555556,33.050000000000004,26.45,31.422222222222224,24.78,19.2,4.789583333333334,11.13888888888889,15.059999999999999,11.2,13.5,8.433333333333334,3.8649999999999998
ARM00087467,2015,146.79999999999998,46.0,43.2,32.0,139.5,29.9,2.3,20.436,23.545454545454547,27.46,27.080000000000002,28.87142857142857,22.80625,19.64,6.2749999999999995,8.368421052631579,13.518181818181818,12.709999999999999,15.141176470588235,7.117241379310345,3.5450000000000004
ARM00087467,2016,3.6,60.0,29.1,4.1,16.2,10.6,67.6,19.504,25.59090909090909,24.54,30.74,30.0375,21.545454545454547,15.572727272727274,4.268,11.23,10.590909090909092,11.5,11.857894736842105,5.930000000000001,5.21
ARM00087467,2017,16.599999999999998,34.1,9.2,23.1,55.2,89.9,37.0,21.223809523809525,24.79090909090909,26.160000000000004,27.175,30.785714285714285,22.79090909090909,19.772727272727273,5.757142857142858,9.325,10.527272727272727,13.05,11.983333333333334,7.348148148148148,8.0
ARM00087467,2018,8.8,17.0,39.4,7.1,165.29999999999998,9.9,3.5,18.095238095238095,27.5375,24.55,29.65,28.875,26.7,17.375,1.7918367346938775,8.810526315789474,12.736363636363636,15.633333333333333,14.405263157894737,9.146428571428572,2.7578947368421054
ARM00087467,2019,0.0,7.6,0.0,0.0,0.0,0.0,0.0,19.458333333333332,24.98888888888889,27.839999999999996,28.185714285714287,31.82222222222222,21.827272727272728,16.7375,3.812244897959184,9.829411764705881,10.877777777777778,15.91111111111111,15.782352941176471,5.1033333333333335,2.0421052631578944
ARM00087467,2020,0.3,0.0,0.0,3.0,24.1,17.8,0.0,19.65714285714286,27.0,24.575,29.866666666666664,31.2,23.48,15.84,2.2311111111111113,9.329411764705881,8.8875,12.459999999999999,14.468421052631578,5.596296296296296,0.31
ARM00087467,2021,14.2,0.0,3.0,7.9,34.0,51.3,0.0,20.6875,24.5375,33.38333333333333,27.0,32.15,25.085714285714285,18.925,1.1346938775510202,7.175,13.26,12.72,13.11578947368421,8.106896551724137,1.4578947368421051
ARM00087480,1990,31.18,132.82999999999998,0.0,9.040000000000001,194.88,7.38,113.5,43.393750000000004,24.75382418656612,26.483011904761906,27.82692857142857,29.300600649350653,39.2125,40.050000000000004,23.65735294117647,33.262499999999996,37.6625,33.1,41.21785714285714,26.670588235294115,23.276666666666664
ARM00087480,1991,134.29999999999998,0.3,316.79999999999995,22.1,13.2,47.0,22.1,18.45909090909091,24.52857142857143,24.814285714285713,27.05,27.0625,22.626666666666665,15.3625,5.751282051282051,7.442857142857143,13.985714285714286,12.866666666666667,13.209999999999999,9.2,3.9857142857142853
ARM00087480,1992,51.8,43.5,55.1,0.0,65.6,22.4,0.8,17.354545454545455,24.525,26.9,28.9,25.357142857142858,19.654545454545453,18.56,3.54,10.44,10.5,7.514285714285714,15.172727272727274,8.115,6.307142857142857
ARM00087480,1993,11.0,45.7,54.9,8.9,50.4,183.4,8.1,17.977272727272727,22.8625,22.78,30.96666666666667,26.555555555555557,21.0,18.071428571428573,2.3846153846153846,11.114285714285714,9.75,14.7,14.884615384615385,6.235294117647059,5.314285714285715
ARM00087480,1994,6.0,43.6,25.1,9.9,3.8,2.0,39.0,18.584615384615383,23.799999999999997,23.457142857142856,28.45,28.96666666666667,24.73076923076923,15.9625,6.554285714285714,11.76923076923077,11.522222222222222,12.383333333333333,15.330000000000002,10.781818181818181,2.6866666666666665
ARM00087480,1995,1.0,6.1,0.0,59.9,62.0,10.1,0.0,18.26818181818182,22.4375,26.04,31.8,27.200000000000003,22.93,17.0375,1.996551724137931,9.375,13.066666666666668,18.166666666666668,14.661538461538461,8.304761904761905,1.7764705882352942
ARM00087480,1996,5.1,93.0,12.0,79.0,32.0,20.9,0.0,19.522222222222222,26.25,26.7,22.9,30.475,21.084615384615386,13.836363636363636,3.224390243902439,13.636363636363637,13.288888888888888,14.5625,16.433333333333334,7.213636363636363,1.3
ARM00087480,1997,30.0,32.7,51.8,17.0,141.1,1.0,5.1,19.623809523809523,24.066666666666666,25.380000000000003,26.0,28.1,22.77857142857143,16.666666666666668,8.497826086956522,11.72,13.45,16.35,14.814285714285715,8.826086956521738,3.411111111111111
ARM00087480,1998,133.4,20.8,35.4,19.0,141.4,11.0,1.0,18.704545454545453,26.189999999999998,27.35,24.35,27.775,21.623076923076926,17.763636363636365,6.563043478260869,12.3125,14.55,14.557142857142859,14.35,5.896,5.133333333333334
ARM00087480,1999,0.0,0.8,15.2,33.0,1.0,0.0,0.0,18.50952380952381,23.6625,27.8875,23.84,31.40909090909091,23.81764705882353,16.641666666666666,4.817073170731708,9.25625,16.083333333333332,9.62857142857143,15.466666666666665,10.083333333333334,5.373333333333334
ARM00087480,2000,103.1,18.6,0.0,0.0,79.8,5.6,17.3,17.71923076923077,21.525,28.5,25.942857142857143,26.633333333333333,21.392307692307693,17.283333333333335,3.0822222222222218,11.258823529411766,13.45,16.2125,13.299999999999999,8.311111111111112,4.94375
ARM00087480,2001,13.7,87.7,0.0,0.8,16.8,4.1,0.8,21.295833333333334,22.188888888888886,30.03333333333333,25.0,28.383333333333336,20.383333333333333,18.900000000000002,6.3725000000000005,13.31764705882353,14.0,14.85,14.076470588235296,9.878260869565217,3.6687499999999997
ARM00087480,2002,6.3,195.5,78.0,10.9,49.9,48.8,25.9,20.345,27.44545454545454,22.9,27.96666666666667,30.82,22.246153846153845,14.875,5.811111111111111,16.164285714285715,9.7375,12.316666666666668,17.206666666666667,8.64,3.54375
ARM00087480,2003,139.3,18.6,33.0,7.9,87.6,28.0,25.9,17.436842105263157,27.955555555555556,28.625,27.5,29.25,23.869999999999997,19.22222222222222,3.816666666666667,11.875,12.266666666666667,13.45,15.826315789473684,7.265217391304348,9.222222222222221
ARM00087480,2004,23.599999999999998,80.0,35.8,55.9,42.2,6.1,36.6,19.08421052631579,26.25,26.4,28.325,25.9,24.6,17.81,6.197826086956522,10.822222222222223,11.427272727272728,13.4875,14.72,8.637500000000001,6.4937499999999995
ARM00087480,2005,79.0,0.0,63.0,9.9,39.1,10.9,14.2,18.991666666666667,26.3,23.3,25.8,31.93,22.445454545454545,18.7,6.011111111111111,9.495000000000001,10.677777777777777,12.799999999999999,16.736842105263158,5.66,6.629411764705883
ARM00087480,2006,7.1,90.2,51.0,50.0,90.7,3.0,53.1,20.11111111111111,28.62857142857143,29.21666666666667,26.266666666666666,29.45555555555556,24.05454545454546,20.055555555555557,4.477083333333334,11.73125,13.88888888888889,12.3625,15.685714285714285,5.939285714285715,7.922222222222222
ARM00087480,2007,13.7,23.1,42.11290322580645,26.156129032258065,0.0,70.0,1.0,16.008,24.942857142857143,26.483011904761906,27.82692857142857,29.300600649350653,22.833333333333332,13.440000000000001,1.446,14.844444444444443,13.538981520271843,14.562718894009215,16.085103275484904,10.532142857142857,2.9611111111111112
ARM00087480,2008,3.0,42.9,80.8,14.0,3.0,43.2,3.0,21.683333333333334,24.322222222222223,28.625,32.9,36.5,22.366666666666667,20.22222222222222,5.34,10.273684210526316,13.036363636363637,16.2,20.080000000000002,6.714814814814815,5.478947368421053
ARM00087480,2009,0.0,57.2,8.9,0.3,22.0,86.4,0.0,19.860000000000003,25.071428571428573,26.4,26.566666666666666,29.4,21.30909090909091,18.81,5.125,9.51,13.1,12.614285714285714,15.188888888888888,7.796,2.9352941176470586
ARM00087480,2010,20.9,38.1,0.0,3.8,13.0,84.8,3.0,16.31153846153846,23.599999999999998,26.35,32.25,28.1125,21.74375,19.833333333333332,1.3893617021276594,9.933333333333334,10.39,10.525,13.978947368421052,9.186206896551724,4.59375
ARM00087480,2011,12.4,87.1,16.0,37.1,39.4,7.1,8.2,17.264,23.333333333333332,25.2,30.133333333333336,30.985714285714288,24.872727272727275,15.342857142857143,4.610869565217391,10.728571428571428,11.4,17.53,16.71875,9.192592592592591,-0.2117647058823529
ARM00087480,2012,150.1,179.0,156.0,19.1,70.9,136.6,9.4,17.978571428571428,23.869999999999997,26.28333333333333,32.4,29.771428571428572,22.861538461538462,19.009090909090908,4.385106382978723,12.658333333333333,15.0,16.65,15.866666666666667,9.88076923076923,4.678947368421053
ARM00087480,2013,6.8999999999999995,15.8,25.200000000000003,179.1,68.1,38.9,19.1,18.871428571428574,28.58888888888889,27.433333333333334,26.599999999999998,28.7,22.21666666666667,18.254545454545454,2.462222222222222,13.23125,12.71111111111111,15.433333333333334,16.529411764705884,9.238461538461538,3.361111111111111
ARM00087480,2014,11.5,52.8,21.9,85.7,70.4,70.9,14.0,24.733333333333334,24.55,32.63333333333333,25.825,30.228571428571428,23.34375,18.209619421796837,6.095652173913043,11.25,16.91111111111111,12.7,14.958823529411765,9.646153846153847,3.8947368421052633
ARM00087480,2015,176.8,25.200000000000003,54.8,18.0,77.9,20.4,16.6,19.54516129032258,21.279999999999998,24.17142857142857,24.933333333333334,27.966666666666665,22.641666666666666,19.48,7.882222222222222,9.683333333333334,13.45,13.48,14.8625,8.192857142857143,4.2
ARM00087480,2016,54.9,134.2,5.8,5.6,13.8,24.9,53.400000000000006,17.911538461538463,23.46666666666667,23.78,29.3,28.322222222222223,21.349999999999998,15.715384615384616,5.31,12.405882352941177,12.97272727272727,13.422222222222222,12.794117647058824,7.732142857142857,6.394736842105263
ARM00087480,2017,42.4,62.0,20.1,30.8,19.9,126.8,47.5,20.76818181818182,24.844444444444445,25.46,28.6,29.3625,23.2875,20.38888888888889,7.626666666666666,11.027777777777779,11.788888888888888,14.077777777777778,13.86111111111111,8.954166666666667,10.453333333333335
ARM00087480,2018,19.9,11.9,61.5,0.0,121.4,14.0,1.6,18.211764705882356,25.59,23.78,27.075,28.45555555555556,25.892857142857142,16.43,3.642857142857143,10.31111111111111,12.59,15.333333333333334,14.711111111111112,11.417857142857143,3.033333333333333
ARM00087480,2019,0.0,1.3,0.0,0.0,0.0,0.0,0.0,19.275,24.275,26.24,28.333333333333332,31.311111111111114,21.869999999999997,16.357142857142858,5.021739130434782,12.025,12.38888888888889,16.04,16.510526315789473,6.557142857142857,2.16875
ARM00087480,2020,2.5,0.0,19.5,0.0,117.6,43.2,0.0,22.05,27.53,25.1,29.333333333333332,32.628571428571426,24.654545454545453,16.136363636363637,3.817021276595745,10.323529411764707,11.828571428571427,14.13,15.566666666666666,7.841666666666666,2.3277777777777775
ARM00087480,2021,48.0,41.1,7.9,24.1,108.3,70.6,3.0,20.13181818181818,23.4875,32.75,29.5,32.0,24.478571428571428,18.28,4.24375,8.378571428571428,12.833333333333334,14.0,13.91764705882353,10.465,2.35
