STATION,AÑO,lluvia_emergencia,lluvia_encanazon,lluvia_espigazon,lluvia_floracion,lluvia_llenado_de_grano,lluvia_macollaje,lluvia_siembra,tmax_emergencia,tmax_encanazon,tmax_espigazon,tmax_floracion,tmax_llenado_de_grano,tmax_macollaje,tmax_siembra,tmin_emergencia,tmin_encanazon,tmin_espigazon,tmin_floracion,tmin_llenado_de_grano,tmin_macollaje,tmin_siembra
AR000087623,2014,79.6,138.2,83.6,9.200000000000001,36.4,38.2,11.2,19.129166666666666,23.555555555555557,29.2,24.46,30.19090909090909,22.6375,16.576923076923077,3.6839999999999997,9.5,13.45,9.01,13.015789473684212,6.73103448275862,0.29500000000000004
AR000087623,2015,14.7,54.4,23.700000000000003,0.0,71.7,52.6,0.3,19.232,19.433333333333334,21.733333333333334,27.75,28.136363636363637,21.284615384615385,17.86,3.7137254901960786,5.472222222222222,8.19090909090909,10.809999999999999,11.84,4.606896551724137,0.33684210526315794
AR000087623,2016,12.0,151.0,92.2,32.8,38.1,40.2,25.9,17.232142857142858,21.62727272727273,22.64,28.457142857142856,27.288888888888888,21.040000000000003,14.758333333333335,2.688,8.278947368421052,8.84,11.755555555555555,11.45,4.613333333333333,1.5789473684210527
AR000087623,2017,21.5,9.6,17.0,104.0,4.6,80.1,85.8,17.645454545454545,24.419999999999998,25.416666666666668,25.866666666666664,28.22222222222222,21.728571428571428,16.400000000000002,3.6137254901960785,8.8,7.890909090909091,11.4375,11.244444444444445,6.4678571428571425,5.072222222222222
AR000087623,2018,51.5,26.9,0.0,0.0,0.0,29.0,7.3999999999999995,16.774074074074072,23.080000000000002,24.520000000000003,28.28,27.058333333333334,23.342857142857145,15.944444444444445,1.7755102040816326,8.305,11.727272727272727,13.290000000000001,12.631578947368421,7.3999999999999995,1.7315789473684209
AR000087623,2019,3.0,9.9,7.6,7.1,78.8,4.0,3.3,18.59259259259259,24.72222222222222,27.425,31.15,31.138461538461538,23.414285714285715,15.766666666666667,1.402,8.284210526315789,10.309999999999999,13.1,15.357894736842105,4.862068965517241,0.16999999999999998
AR000087623,2020,17.1,0.0,18.8,13.2,44.0,123.0,10.299999999999999,17.160714285714285,23.472727272727273,23.619999999999997,29.483333333333334,32.08888888888889,22.453333333333333,13.007692307692308,1.2829787234042553,8.763157894736842,9.59,12.75,13.89,5.8310344827586205,1.8050000000000002
AR000087623,2021,0.8,21.1,29.200000000000003,31.6,57.2,76.6,1.0,19.306896551724137,24.866666666666664,31.900000000000002,26.366666666666664,30.67777777777778,20.246666666666666,16.922222222222224,1.588235294117647,7.06,12.61,9.511111111111111,12.7,7.456,1.045
AR000087692,1990,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.199999999999996,46.705555555555556,50.222500000000004,36.60333333333333,34.9925,20.639215686274508,28.2075,30.604545454545452,25.76111111111111,32.555,23.296666666666667,22.369999999999997
AR000087692,1991,23.7,132.0,113.80000000000001,3.5,7.9,22.9,6.3999999999999995,14.168627450980393,17.25,18.427272727272726,19.28,22.985,16.54,11.85,4.329411764705883,5.859999999999999,11.118181818181817,11.52,10.82,6.760000000000001,3.28
AR000087692,1992,244.1,84.6,0.0,2.0,17.0,52.0,19.1,13.172549019607843,17.94,22.70909090909091,19.35,17.69,15.91,11.690000000000001,3.627450980392157,6.63,6.836363636363637,6.92,10.065000000000001,6.2266666666666675,2.37
AR000087692,1993,132.1,31.5,0.0,56.9,37.8,112.2,5.3,13.950980392156863,21.5875,15.783333333333333,22.0,19.435,16.763333333333332,11.855,2.2705882352941176,7.992307692307692,7.799999999999999,9.21,10.365,4.1033333333333335,2.055
AR000087692,1994,59.300000000000004,21.3,72.1,32.300000000000004,0.0,86.4,129.8,13.698039215686276,17.255000000000003,17.427272727272726,22.380000000000003,23.025,16.02,10.915,3.649019607843137,7.945,5.9363636363636365,10.36,10.785,5.91,1.06
AR000087692,1995,44.0,41.7,11.9,35.0,21.1,13.9,3.0,13.882352941176471,17.78,20.154545454545453,23.05,20.625,17.15,13.45,1.4607843137254901,7.69,5.827272727272727,12.459999999999999,10.26,4.29,1.595
AR000087692,1996,169.89999999999998,112.8,7.1,25.9,63.800000000000004,40.9,50.300000000000004,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.690000000000001,11.41,4.573333333333333,1.815
AR000087692,1997,149.3,56.3,16.5,47.300000000000004,95.2,9.3,12.9,15.172549019607843,17.59,19.59090909090909,19.89,20.265,15.07,11.765,5.166666666666667,8.709999999999999,8.854545454545455,11.129999999999999,9.135000000000002,4.343333333333334,2.42
AR000087692,1998,20.0,7.8999999999999995,2.0,23.1,18.5,41.2,10.200000000000001,15.81764705882353,21.98,21.827272727272728,19.25,25.4,16.216666666666665,14.885,4.117647058823529,8.415000000000001,6.345454545454545,8.59,10.725,4.753333333333333,4.5
AR000087692,1999,0.0,9.2,6.8999999999999995,32.8,1.6,0.8,0.0,14.509803921568627,17.415,19.80909090909091,18.509999999999998,23.119999999999997,16.733333333333334,12.78,4.592156862745098,6.18,11.9,8.09,12.09,5.45,3.3
AR000087692,2000,120.7,31.3,14.600000000000001,44.0,6.1,5.1,3.0,12.219607843137256,16.619999999999997,17.081818181818182,18.04,20.75,14.639999999999999,13.1,3.003921568627451,7.675,8.463636363636363,9.91,8.91,5.086666666666667,5.015
AR000087692,2001,181.79999999999998,5.1,36.1,18.0,94.0,3.5,1.3,13.268627450980393,16.384999999999998,18.645454545454545,19.759999999999998,21.169999999999998,14.706666666666667,13.245,5.3960784313725485,11.504999999999999,11.990909090909092,9.59,10.290000000000001,6.383333333333334,2.675
AR000087692,2002,49.3,169.7,203.9,17.8,66.1,122.69999999999999,7.3,14.005882352941176,20.380000000000003,20.70909090909091,18.89,23.544999999999998,14.673333333333334,10.07,5.252941176470588,9.465,8.9,11.0,11.535,5.2266666666666675,1.1199999999999999
AR000087692,2003,54.7,68.8,5.1,39.9,117.6,129.70000000000002,35.9,12.976470588235292,19.2,21.80909090909091,22.19,20.740000000000002,15.546666666666665,13.395,3.1705882352941175,7.865,6.7,6.840000000000001,9.879999999999999,5.113333333333333,3.8199999999999994
AR000087692,2004,114.2,31.299999999999997,5.1,45.2,2.1,27.200000000000003,18.0,13.637037037037036,18.56,22.85,20.714285714285715,20.05,18.623529411764707,15.46923076923077,3.8256410256410254,7.30625,5.67,8.842857142857143,11.5,4.21304347826087,1.8875
AR000087692,2005,138.2,22.8,11.0,9.899999999999999,56.4,58.9,3.0,14.456,19.12857142857143,20.3,24.03333333333333,24.9,15.575,14.7,3.9217391304347826,5.583333333333333,6.427272727272728,7.1,10.882352941176471,4.84,2.089473684210526
AR000087692,2006,168.5,48.5,34.8,5.8999999999999995,8.399999999999999,28.0,34.0,15.38,19.055555555555557,22.64,22.6,24.672727272727272,17.358333333333334,14.841666666666667,3.1159090909090907,7.070588235294117,10.077777777777778,6.975,8.5625,3.725925925925926,4.716666666666667
AR000087692,2007,127.8,52.5,12.2,26.7,23.7,189.2,22.1,12.362068965517242,18.349999999999998,23.599999999999998,21.433333333333334,22.822222222222223,15.4,12.892307692307693,0.8090909090909091,9.389473684210527,9.372727272727273,5.5,7.572222222222223,6.9111111111111105,0.5444444444444445
AR000087692,2008,83.0,3.0,2.8,21.799999999999997,23.1,29.0,38.4,15.018518518518519,19.380000000000003,22.53333333333333,29.45,25.490000000000002,15.50625,14.383333333333333,3.242857142857143,5.8149999999999995,9.0375,9.83,13.405263157894737,5.97037037037037,4.026315789473684
AR000087692,2009,74.7,29.9,0.3,17.0,43.7,53.1,90.6,15.572000000000001,19.22,24.116666666666664,22.4,25.8,17.107142857142858,13.225,2.2708333333333335,5.694999999999999,8.322222222222223,8.540000000000001,10.52,3.7363636363636363,1.235
AR000087692,2010,84.5,7.6,15.8,78.8,13.1,68.7,40.7,13.407142857142857,17.733333333333334,18.8375,19.9,23.844444444444445,16.15,14.97272727272727,2.0183673469387755,8.09,7.56,8.5,10.038888888888888,5.796296296296297,2.911111111111111
AR000087692,2011,103.4,44.5,4.1,131.29999999999998,54.199999999999996,35.1,55.9,14.549999999999999,18.01111111111111,18.3,22.2,27.4,19.27857142857143,12.945454545454545,2.9478260869565216,8.14375,8.0,10.6,11.968421052631578,4.381481481481481,0.672222222222222
AR000087692,2012,186.0,383.29999999999995,42.9,15.2,40.7,49.5,1.3,13.975,19.09090909090909,20.94,25.983333333333334,22.70909090909091,17.00588235294118,15.41111111111111,2.7489361702127657,9.111764705882353,7.985714285714286,10.333333333333334,10.299999999999999,5.633333333333333,0.6263157894736842
AR000087692,2013,54.8,58.3,19.6,26.9,38.5,141.5,15.2,14.3125,22.0,20.316666666666666,21.48,25.58888888888889,15.266666666666667,14.533333333333333,0.841304347826087,8.815384615384614,7.24,11.083333333333334,10.8625,5.352173913043478,0.8944444444444444
AR000087692,2014,216.8,65.4,37.8,30.200000000000003,69.5,77.3,23.0,16.184,19.944444444444443,23.64,21.0,26.29,18.506666666666668,13.966666666666667,3.993023255813953,8.088888888888889,11.7,7.733333333333333,12.40625,6.671428571428571,-0.5611111111111112
AR000087692,2015,186.4,66.9,29.0,0.0,52.400000000000006,12.7,46.6,16.216666666666665,16.38181818181818,17.783333333333335,24.825,22.675,17.55,14.875,4.586842105263158,5.623076923076923,8.666666666666666,7.671428571428572,10.725,4.0095238095238095,3.375
AR000087692,2016,86.0,36.6,16.0,27.2,10.4,129.0,32.2,15.007407407407406,18.263636363636365,20.419999999999998,23.0,25.133333333333333,16.16,13.957142857142857,3.2733333333333334,9.128571428571428,9.028571428571428,11.6,8.507142857142856,5.895238095238095,4.917647058823529
AR000087692,2017,197.9,27.0,38.4,78.3,49.8,81.8,118.9,16.070833333333333,21.311111111111114,20.985714285714288,20.580000000000002,22.6625,18.29,15.875,5.3244444444444445,8.36470588235294,8.36,10.5875,6.736363636363635,6.435714285714285,6.435294117647059
AR000087692,2018,72.6,0.0,3.0,0.0,11.7,43.8,6.3999999999999995,13.930769230769231,20.31,18.16,20.18,22.72,18.259999999999998,13.6,4.162222222222223,7.207142857142857,9.228571428571428,8.877777777777778,12.006666666666666,7.2956521739130435,2.926666666666667
AR000087692,2019,0.0,0.0,0.0,0.0,0.0,0.0,24.9,14.927586206896551,17.71818181818182,20.580000000000002,23.259999999999998,24.541666666666668,16.926666666666666,13.6,1.5634146341463413,6.073333333333334,8.022222222222222,6.3428571428571425,11.423076923076923,4.491304347826087,2.6222222222222222
AR000087692,2020,70.1,18.0,17.6,0.0,3.8,121.19999999999999,6.6,15.281481481481482,20.69090909090909,18.475,22.78,25.7,16.93125,11.975,2.74,6.794444444444444,8.3625,9.700000000000001,11.6,4.1499999999999995,2.735294117647059
AR000087692,2021,40.3,14.6,0.0,0.0,9.399999999999999,109.3,36.0,16.14782608695652,20.48888888888889,30.233333333333334,18.7,24.51,17.16875,14.85,2.36734693877551,5.295,8.575,10.077777777777778,11.175,5.511538461538462,2.823529411764706
AR000875440,1990,117.97,88.24,26.919999999999998,0.0,59.14,81.59,5.3,39.52647058823529,47.03,49.93181818181818,48.475,55.17999999999999,40.91,36.32,3.5400345522606207,9.412438596491228,10.677919191919191,11.604296296296297,12.861941520467838,6.444015933832025,2.493104231166151
AR000875440,1991,4.3999999999999995,0.0,0.0,0.0,37.1,0.6,12.9,15.43921568627451,20.32,22.69090909090909,23.64,25.465,19.276666666666664,13.61,3.4078431372549023,6.38421052631579,10.236363636363636,11.86,11.57,8.133333333333333,0.9399999999999998
AR000875440,1992,25.6,0.8,2.0,0.0,85.8,15.3,3.0,15.339215686274509,21.75,24.0,20.65,22.735,18.336666666666666,13.294999999999998,1.5960784313725491,7.290000000000001,9.418181818181818,8.84,11.405,6.02,1.475
AR000875440,1993,10.200000000000001,13.200000000000001,0.5,31.799999999999997,35.8,89.9,0.0,16.5,22.675,18.363636363636363,26.419999999999998,22.805,17.966666666666665,14.580000000000002,0.7450980392156863,10.004999999999999,8.818181818181818,11.65,11.72,4.713333333333334,4.165
AR000875440,1994,111.19999999999999,23.1,7.9,0.0,0.0,27.1,1.0,15.53921568627451,20.31,19.33636363636364,25.04,27.244999999999997,18.603333333333335,12.78,3.5686274509803924,10.175,7.536363636363637,10.209999999999999,12.925,7.206666666666666,-0.15999999999999998
AR000875440,1995,1.0,1.0,1.0,6.1,12.4,2.0,2.0,15.82439024390244,21.03,25.380000000000003,29.1,26.075,20.053333333333335,12.96,1.9106382978723404,8.578947368421053,9.409090909090908,14.12,11.149999999999999,6.036666666666666,1.075
AR000875440,1996,9.4,7.1,23.6,1.0,9.4,6.1,4.1,17.975510204081633,23.195,22.254545454545454,22.64,27.905882352941177,19.59333333333333,11.555,3.0294117647058822,8.629999999999999,9.318181818181818,9.809999999999999,13.257894736842106,4.103571428571429,-0.71
AR000875440,1997,9.1,0.0,0.0,0.0,0.0,3.0,5.1,16.96938775510204,19.763157894736842,21.827272727272728,23.41,23.785,18.31,13.184999999999999,5.9239999999999995,9.194736842105263,11.145454545454545,13.01,12.026315789473685,5.267857142857143,2.75
AR000875440,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.092,23.975,22.181818181818183,22.244444444444444,25.97,17.75172413793103,15.819999999999999,4.734,11.295,10.92,10.99,13.059999999999999,4.2178571428571425,4.584210526315789
AR000875440,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.491666666666667,19.461111111111112,22.86,20.188888888888886,26.789473684210527,18.99285714285714,12.49,4.2957446808510635,8.605,12.672727272727274,9.870000000000001,14.6,8.27037037037037,3.975
AR000875440,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.435294117647059,20.009999999999998,21.05,21.27777777777778,23.36875,18.2551724137931,13.216666666666667,2.8877551020408165,9.370000000000001,11.97272727272727,13.75,12.505263157894737,6.572413793103448,3.8823529411764706
AR000875440,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.824489795918367,19.505555555555556,22.972727272727273,22.29,23.705263157894734,17.42,13.809999999999999,6.374509803921569,12.834999999999999,13.590909090909092,13.866666666666667,13.165000000000001,8.02,3.5100000000000002
AR000875440,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.689361702127659,22.855,22.2,20.82,26.365,18.233333333333334,10.45,6.3843137254901965,12.754999999999999,11.39,10.989999999999998,15.535,8.453333333333333,1.69
AR000875440,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.47,22.51578947368421,26.075,24.91,25.342105263157894,19.192857142857143,13.788888888888888,3.0215686274509803,10.784210526315789,11.227272727272727,11.55,13.226315789473684,6.803333333333333,5.2700000000000005
AR000875440,2020,16.6,39.1,40.1,3.0,37.1,93.7,2.0,17.555,22.333333333333332,22.433333333333334,27.175,29.25,20.184615384615384,13.692857142857145,3.112765957446809,8.295,9.133333333333333,12.57,14.0,5.437931034482758,2.105
AR000875440,2021,19.4,20.0,14.0,34.9,101.1,86.2,7.1,18.404761904761905,22.685714285714287,33.775,24.55,29.772727272727273,20.493333333333332,15.966666666666665,2.108163265306122,6.989473684210527,13.38,10.977777777777778,12.783333333333333,7.403571428571429,2.8449999999999998
AR000877500,1990,57.27,45.11,115.68,3.12,53.11,21.93,4.26,39.016666666666666,48.435,50.40909090909091,49.114999999999995,56.44500000000001,40.586666666666666,36.8075,21.86470588235294,28.3225,32.40909090909091,27.889999999999997,35.32,23.746666666666666,20.3425
AR000877500,1991,45.300000000000004,34.0,0.0,9.399999999999999,8.1,104.8,14.2,14.14313725490196,18.46,20.772727272727273,23.59,27.089999999999996,17.64333333333333,12.89,2.9745098039215683,5.135,8.936363636363636,11.16,11.615,6.296666666666667,3.29
AR000877500,1992,45.8,25.4,3.0,4.1,54.400000000000006,70.39999999999999,12.2,14.652941176470588,21.1,24.972727272727273,21.54,23.555,18.326666666666664,11.834999999999999,2.296078431372549,6.534999999999999,9.154545454545454,7.7,11.065000000000001,6.39,2.04
AR000877500,1993,9.399999999999999,30.0,4.0,50.0,58.9,31.8,3.3,16.67450980392157,23.78,19.80909090909091,24.36,24.11,19.023333333333333,13.205000000000002,2.3666666666666667,8.145,7.745454545454546,9.16,10.625,4.426666666666667,2.6100000000000003
AR000877500,1994,124.8,19.299999999999997,4.1,4.8999999999999995,100.1,13.8,11.2,16.08823529411765,21.95,22.509090909090908,28.419999999999998,29.160000000000004,20.233333333333334,12.275,3.7450980392156863,8.645,6.127272727272728,10.77,13.115,5.569999999999999,0.915
AR000877500,1995,3.0,44.4,0.0,4.3999999999999995,39.2,0.0,0.0,14.9,21.21,25.781818181818185,28.839999999999996,25.74,20.753333333333334,15.540000000000001,1.8549019607843136,7.609999999999999,9.427272727272726,14.84,11.504999999999999,5.053333333333333,2.59
AR000877500,1996,77.3,87.8,16.0,9.9,41.099999999999994,170.5,0.0,17.147058823529413,23.355,24.654545454545453,25.28,30.145,20.246666666666666,11.675,4.392156862745098,9.455,8.145454545454545,9.260000000000002,14.334999999999999,5.336666666666667,0.73
AR000877500,1997,99.7,45.199999999999996,15.0,6.1,6.1,17.5,3.3,16.784313725490197,20.35,21.927272727272726,24.71,24.71,16.87333333333333,12.084999999999999,5.141176470588235,8.565000000000001,8.527272727272727,10.83,10.23,5.53,2.37
AR000877500,1998,66.4,5.1,0.0,7.3999999999999995,34.8,56.0,0.5,17.735294117647058,26.264999999999997,25.60909090909091,25.369999999999997,28.45,17.793333333333333,16.525,3.919607843137255,10.24,8.69090909090909,9.42,12.665,5.026666666666667,4.01
AR000877500,1999,0.0,10.1,17.0,29.300000000000004,17.4,0.0,0.0,15.968627450980392,21.369999999999997,27.08181818181818,20.97,28.455000000000002,19.396666666666665,13.580000000000002,3.776470588235294,6.945,11.672727272727274,8.89,13.580000000000002,6.25,3.56
AR000877500,2000,7.4,17.0,0.0,17.0,1.3,32.2,8.1,13.929411764705883,20.325,21.454545454545453,23.97,25.655,17.376666666666665,13.469999999999999,2.549019607843137,7.955,9.172727272727274,10.27,11.225,5.123333333333333,4.095000000000001
AR000877500,2001,6.1,68.30000000000001,33.8,15.0,10.200000000000001,2.0,1.8,15.294117647058824,20.283333333333335,24.211111111111112,23.6,24.827777777777776,18.285185185185185,14.684999999999999,4.67843137254902,10.99,10.654545454545454,12.1,10.036842105263156,5.6482758620689655,2.815
AR000877500,2002,13.8,181.0,28.5,114.1,6.8999999999999995,7.3999999999999995,9.1,15.787755102040817,22.44736842105263,23.245454545454546,21.65,27.25,18.146428571428572,11.095,5.223529411764705,10.25263157894737,9.39090909090909,11.02,12.944999999999999,6.236666666666666,-1.3
AR000877500,2003,8.399999999999999,130.0,34.1,0.0,54.1,39.8,5.0,15.798039215686275,23.119999999999997,25.30909090909091,27.389999999999997,25.380000000000003,20.11,14.535,2.5686274509803924,9.89,11.054545454545455,13.569999999999999,11.69,6.95,3.3684210526315788
AR000877500,2004,135.1,85.10000000000001,2.8,5.1,53.9,45.0,0.0,15.076923076923077,20.369999999999997,24.28,25.733333333333334,26.7875,21.240000000000002,15.4,3.238888888888889,8.025,8.414285714285715,10.157142857142857,13.186666666666667,5.766666666666667,1.5466666666666669
AR000877500,2005,92.1,14.1,0.0,4.3999999999999995,63.0,95.2,9.9,15.346666666666666,25.775,22.428571428571427,25.54,28.425,19.915384615384614,14.677777777777777,3.4909090909090907,8.23125,6.16,11.344444444444443,13.894736842105264,5.847619047619047,2.69375
AR000877500,2006,62.0,64.7,62.2,0.0,10.9,14.799999999999999,2.3,13.0,23.77,25.366666666666664,23.740000000000002,28.077777777777776,22.366666666666667,15.126836631110825,2.816326530612245,9.275,10.822222222222223,8.911111111111111,11.784210526315789,5.453333333333333,4.044444444444444
AR000877500,2007,33.2,57.7,11.700000000000001,30.0,5.1,94.3,0.0,14.525,22.5,25.071428571428573,24.525,26.3375,20.366666666666667,14.9,0.11276595744680852,9.241176470588234,11.33,7.970000000000001,10.072222222222223,7.6499999999999995,-0.8399999999999999
AR000877500,2008,32.3,24.9,2.5,0.8,32.0,16.0,5.1,16.803846153846152,23.5,25.85,30.349999999999998,33.266666666666666,22.733333333333334,16.54,2.589583333333333,8.789473684210526,8.95,13.5375,15.826315789473684,5.4750000000000005,3.4947368421052634
AR000877500,2009,39.1,1.8,0.0,3.8,73.1,22.4,7.1,17.744,23.86,26.04,23.7,27.455555555555556,17.821428571428573,14.571428571428571,3.9533333333333336,7.81875,11.7,6.811111111111112,12.1,4.948,2.79
AR000877500,2010,2.0,6.1,60.7,19.9,34.5,38.5,0.5,15.425925925925926,25.155555555555555,23.766666666666666,25.366666666666664,28.077777777777776,20.33529411764706,16.838461538461537,0.42352941176470593,8.242105263157894,8.74,10.27,11.531578947368422,5.4750000000000005,3.1789473684210527
AR000877500,2011,21.4,36.8,1.0,59.0,53.1,6.8999999999999995,4.5,16.36969696969697,21.65833333333333,24.3,26.400000000000002,30.463636363636365,22.942857142857143,14.100000000000001,3.582565763394853,7.873684210526315,6.0,13.277777777777779,14.13,8.825,2.9684604874773903
AR000877500,2012,74.9,11.7,7.1,31.0,18.1,17.0,3.0,16.742857142857144,21.95,24.880000000000003,31.96666666666667,28.866666666666667,21.366666666666667,16.192307692307693,2.4877551020408166,8.98235294117647,9.399999999999999,13.45,11.123529411764705,6.180000000000001,2.245
AR000877500,2013,26.5,61.7,20.1,30.0,2.5,86.0,48.1,16.328,24.009999999999998,23.933333333333334,27.060000000000002,29.080000000000002,17.86111111111111,16.06,1.6645833333333335,9.807142857142859,7.659999999999999,13.24,13.935294117647059,4.481481481481482,2.3899999999999997
AR000877500,2014,99.3,82.7,45.0,10.2,37.4,47.300000000000004,34.4,16.635714285714286,20.336363636363636,26.05,20.816666666666666,28.51,20.323529411764707,16.007692307692306,4.0375000000000005,7.576470588235295,11.577777777777778,8.33,11.288235294117648,6.882758620689655,2.3449999999999998
AR000877500,2015,67.8,26.2,34.0,11.9,32.2,4.3,0.0,17.562962962962963,20.077777777777776,19.580000000000002,27.485714285714288,26.65,18.976470588235294,17.4,3.209803921568627,4.2368421052631575,6.590909090909091,9.059999999999999,11.43888888888889,2.664285714285714,0.34
AR000877500,2016,25.4,45.5,0.6,28.700000000000003,17.0,2.8,6.3999999999999995,16.233333333333334,21.07,24.04,27.28333333333333,27.7875,20.08125,14.809999999999999,3.447058823529412,8.763157894736842,10.944444444444445,9.957142857142857,11.705,4.386666666666667,2.384210526315789
AR000877500,2017,47.4,58.2,7.1,38.9,5.6,57.4,53.6,17.007407407407406,23.57,22.642857142857142,23.25,26.728571428571428,19.607142857142858,15.63,3.4346938775510205,7.76,7.627272727272728,10.833333333333334,8.764705882352942,5.7178571428571425,4.935294117647059
AR000877500,2018,61.8,28.9,11.200000000000001,0.0,9.6,9.6,8.6,16.072,20.9,22.580000000000002,26.55,26.060000000000002,21.763636363636365,14.055555555555555,2.287755102040816,6.566666666666666,10.045454545454545,10.2,11.272222222222222,5.792592592592593,2.7888888888888888
AR000877500,2019,4.1,28.0,49.599999999999994,0.0,29.9,16.7,3.5,18.14090909090909,22.58888888888889,23.957142857142856,27.016666666666666,28.95,20.092857142857145,14.227272727272727,1.6978723404255318,6.963157894736843,9.363636363636363,10.788888888888888,13.088888888888889,4.417241379310345,1.788888888888889
AR000877500,2020,68.1,19.1,24.200000000000003,15.0,42.9,6.1,31.2,15.07777777777778,21.16,23.72,28.099999999999998,29.622222222222224,20.76923076923077,11.02727272727273,2.4957446808510637,6.852631578947368,6.659999999999999,10.988888888888889,13.023529411764706,4.174074074074074,1.2105263157894737
AR000877500,2021,15.200000000000001,10.1,3.0,11.9,56.0,64.3,6.1,18.107142857142858,24.48,33.45,29.6,29.599999999999998,20.37857142857143,16.291666666666668,2.3204545454545453,5.536842105263158,10.588888888888889,9.38888888888889,11.84375,6.526923076923077,3.25
ARM00087244,1990,0.0,44.9,80.75999999999999,3.64,36.69,10.5,11.54,47.416666666666664,56.48125,56.94,53.833333333333336,62.39444444444444,47.60625,39.17,19.9125,29.826470588235296,36.5,30.77857142857143,37.088235294117645,23.32045454545454,26.799999999999997
ARM00087244,1991,0.0,31.0,8.5,40.7,43.2,22.2,7.1,29.0,26.625,25.23333333333333,27.7,28.2,26.814285714285713,19.814285714285717,14.4,9.406666666666666,8.4,13.375,16.0,9.733333333333333,2.5461538461538464
ARM00087244,1992,22.1,0.3,0.0,7.9,15.099999999999998,12.700000000000001,1.0,24.75,27.32857142857143,31.3,30.475,29.377777777777776,20.2375,17.683333333333334,5.457142857142857,11.023529411764706,10.014285714285714,8.414285714285715,15.971428571428572,8.16,6.15
ARM00087244,1993,0.0,21.299999999999997,24.1,20.8495652173913,46.84304347826087,7.1,0.0,21.517391304347825,22.599999999999998,20.25,30.263064182194615,32.89268037518037,25.15,18.258333333333333,3.6315789473684212,12.735714285714286,12.375,13.963066578483245,15.827384982745533,8.23157894736842,4.771428571428571
ARM00087244,1995,8.333333333333334,20.045833333333334,21.535833333333333,20.8495652173913,46.84304347826087,0.0,4.597499999999999,23.218343178433724,28.746582115800866,29.463850859788362,30.263064182194615,32.89268037518037,26.292712247243497,20.205777417027416,4.773237722876331,12.076937703520928,13.61761525024683,13.963066578483245,15.827384982745533,5.6,5.21372044634318
ARM00087244,1997,6.1,36.099999999999994,40.1,8.4,36.1,68.1,5.0,22.78235294117647,26.62222222222222,22.666666666666668,24.8,31.166666666666668,26.59090909090909,18.0,7.1157894736842096,10.894444444444444,12.566666666666668,14.38888888888889,12.68125,8.316666666666666,2.375
ARM00087244,1998,5.5,9.9,9.9,8.6,94.4,0.5,0.5,21.099999999999998,27.55454545454546,30.72,29.5,32.73333333333333,24.27857142857143,19.344444444444445,4.220000000000001,9.7,13.38,14.3125,13.7125,5.2272727272727275,4.233333333333333
ARM00087244,1999,0.0,0.0,11.9,79.0,8.1,0.0,0.0,19.205555555555556,26.45,28.144444444444446,25.96666666666667,30.58888888888889,26.253846153846155,16.7,2.546153846153846,10.164705882352942,14.466666666666665,9.744444444444445,13.75,10.582608695652175,4.85
ARM00087244,2000,0.8,0.8,17.0,23.9,15.8,4.6,0.0,19.557894736842105,26.014285714285712,23.175,24.725,27.549999999999997,22.755555555555556,19.8375,2.348780487804878,11.94375,13.011111111111111,14.9,13.26,7.383333333333333,3.0588235294117645
ARM00087244,2001,4.5,12.3,0.0,3.8,60.7,77.7,0.0,22.280952380952378,24.845454545454547,27.825000000000003,25.6,28.944444444444443,23.321428571428573,20.02,4.559523809523809,11.79375,13.777777777777779,13.344444444444443,14.43157894736842,9.103846153846153,1.9684210526315788
ARM00087244,2002,7.7,47.5,82.6,0.0,61.8,3.5,19.0,22.54375,31.77777777777778,23.366666666666664,27.299999999999997,30.166666666666668,25.536363636363635,14.728571428571428,4.332558139534884,14.09375,8.2875,12.155555555555557,16.647368421052633,6.362962962962963,3.6611111111111114
ARM00087244,2003,9.9,47.0,7.1,0.8,34.1,3.0,11.4,19.59,30.125,30.25,29.5,33.739999999999995,25.47,17.95,2.391836734693878,11.827777777777778,13.48,13.314285714285715,14.91111111111111,4.9750000000000005,9.605263157894736
ARM00087244,2004,30.3,5.6,24.1,12.700000000000001,47.0,5.1,0.0,19.85,29.0,27.76,31.139999999999997,31.885714285714283,26.02,22.363636363636363,4.409090909090909,9.649999999999999,9.899999999999999,12.855555555555554,13.66470588235294,9.284615384615385,6.67
ARM00087244,2005,35.1,0.0,32.2,13.0,35.8,0.0,0.0,21.389473684210525,28.580000000000002,27.72,26.53333333333333,32.230000000000004,21.68,20.89,4.866666666666666,12.076937703520928,13.61761525024683,13.963066578483245,15.827384982745533,0.2,5.272222222222222
