provincia,new_ncart,simbc,tipo_uc,limit_ppal,limit_secu,limit_terc,ind_prod,porc_sue1,posi_sue1,orden_sue1,ggrup_sue1,sgrup_sue1,text_sups1,text_bs1,drenaje_s1,profund_s1,alcalin_s1,porc_pens1,erhidr_s1,ereoli_s1,rocos_s1,anegab_s1,porc_sue2,posi_sue2,orden_sue2,ggrup_sue2,sgrup_sue2,porc_sue3,posi_sue3,orden_sue3,ggrup_sue3,sgrup_sue3,ogc_fid
SANTIAGO DEL ESTERO,21053.0,MNai-4,Asociacion,Climatica,Baja retenc humedad,-,53.0,70.0,Explanadas,Molisoles,Haplustoles,Haplustoles aridico calcico,Franco arenosa,Franco arenosa,Algo Excesivo,100.0,No sodico,1.0,-,-,-,-,30.0,Explanadas,Entisoles,Ustipsamentes,Ustipsamentes tipico,0.0,,,,,6871.0
SANTIAGO DEL ESTERO,21032.0,MIac-2,Consociacion,Erosion hidrica actu,Prof.Efectiva somera,-,43.0,100.0,Media Loma,Molisoles,Argiudoles,Argiudoles acuico,Franco limosa,Franco arenosa,Moderado,100.0,No sodico,1.0,-,-,-,-,0.0,,,,,0.0,,,,,6872.0
SANTIAGO DEL ESTERO,21069.0,MNtc-4,Asociacion,Climatica,Baja retenc humedad,-,95.0,80.0,Explanadas,Molisoles,Haplustoles,Haplustoles tipico,Franca,Franco arcillo limos,Bien drenado,100.0,No sodico,2.0,Moderada,-,-,-,20.0,Explanadas,Molisoles,Argiustoles,Argiustoles tipico,0.0,,,,,6873.0
SANTIAGO DEL ESTERO,3207.0,MNen-65,Complejo,Erosion hidrica actu,Climatica,Baja retenc humedad,58.0,40.0,Ladera escarpada,Molisoles,Haplustoles,Haplustoles entico,Franco limosa,Franca,Moderado,100.0,No sodico,1.0,-,-,-,-,30.0,Ladera media,Molisoles,Argiustoles,Argiustoles tipico,30.0,Ladera empinada,Molisoles,Haplustoles,Haplustoles paquico,7075.0
SANTIAGO DEL ESTERO,21045.0,MKtc-9,Asociacion,Climatica,-,-,55.0,60.0,Explanadas,Molisoles,Argiustoles,Argiustoles tipico,Franca,Franca,Bien drenado,100.0,No sodico,1.0,-,-,-,-,40.0,Explanadas,Molisoles,Haplustoles,Haplustoles tipico,0.0,,,,,6875.0
SANTIAGO DEL ESTERO,21071.0,MNtc-10,Asociacion,Suscep eros hidrica,Baja retenc humedad,-,57.0,60.0,Loma,Molisoles,Haplustoles,Haplustoles tipico,Franca,Franco arcillo limos,Bien drenado,100.0,No sodico,2.0,Moderada,-,-,-,40.0,Media Loma,Molisoles,Haplustoles,Haplustoles entico,0.0,,,,,6876.0
SANTIAGO DEL ESTERO,22021.0,MKud-25,Asociacion,Suscep inund o anega,-,-,61.0,40.0,Explanadas,Molisoles,Argiustoles,Argiustoles udico,Franca,Franco arcillosa,Bien drenado,100.0,No sodico,5.0,Ligera,-,-,-,30.0,Explanadas,Molisoles,Argiustoles,Argiustoles acuico,20.0,Explanadas,Alfisoles,Haplustalfes,Haplustalfes vertico,7076.0
SANTIAGO DEL ESTERO,50004.0,S,Salinas,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Salinas,Salinas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,6877.0
SANTIAGO DEL ESTERO,21017.0,EItc-11,Complejo,Salin en 1ros 50cm,-,-,40.0,60.0,Bajo,Entisoles,Torrifluventes,Torrifluventes tipico,Arenosa,Areno-gravillosa,Pobre,80.0,No sodico,1.0,Moderada,-,-,-,40.0,Explanadas,Molisoles,Haplustoles,Haplustoles aridico calcico,0.0,,,,,6882.0
SANTIAGO DEL ESTERO,21045.0,MKtc-9,Asociacion,Climatica,-,-,55.0,60.0,Explanadas,Molisoles,Argiustoles,Argiustoles tipico,Franca,Franca,Bien drenado,100.0,No sodico,1.0,-,-,-,-,40.0,Explanadas,Molisoles,Haplustoles,Haplustoles tipico,0.0,,,,,6883.0
SANTIAGO DEL ESTERO,21071.0,MNtc-10,Asociacion,Suscep eros hidrica,Baja retenc humedad,-,57.0,60.0,Loma,Molisoles,Haplustoles,Haplustoles tipico,Franca,Franco arcillo limos,Bien drenado,100.0,No sodico,2.0,Moderada,-,-,-,40.0,Media Loma,Molisoles,Haplustoles,Haplustoles entico,0.0,,,,,6884.0
SANTIAGO DEL ESTERO,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,6885.0
SANTIAGO DEL ESTERO,21081.0,MNud-1,Consociacion,Suscep eros hidrica,Acidez,-,52.0,100.0,Media Loma,Molisoles,Haplustoles,Haplustoles udico,Franca,Franca,Bien drenado,100.0,No sodico,0.0,-,-,-,-,0.0,,,,,0.0,,,,,6892.0
SANTIAGO DEL ESTERO,22029.0,MNtc-31,Complejo,Suscep eros hidrica,Suscep inund o anega,-,43.0,30.0,Media Loma,Molisoles,Haplustoles,Haplustoles tipico,Franca,Franco limosa,Bien drenado,105.0,No sodico,3.0,Moderada,-,-,-,30.0,Media loma,Molisoles,Haplustoles,Haplustoles tapto argico,30.0,Llanura anegable,Molisoles,Natrustoles,Natrustoles entico,6893.0
SANTIAGO DEL ESTERO,50004.0,S,Salinas,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Salinas,Salinas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,6886.0
SANTIAGO DEL ESTERO,21069.0,MNtc-4,Asociacion,Climatica,Baja retenc humedad,-,95.0,80.0,Explanadas,Molisoles,Haplustoles,Haplustoles tipico,Franca,Franco arcillo limos,Bien drenado,100.0,No sodico,2.0,Moderada,-,-,-,20.0,Explanadas,Molisoles,Argiustoles,Argiustoles tipico,0.0,,,,,6887.0
SANTIAGO DEL ESTERO,21067.0,MNst-1,Complejo,Salin en 1ros 50cm,Climatica,-,37.0,60.0,Bajo,Molisoles,Haplustoles,Haplustoles salortidico,Franca,Franco arcillosa,Imperfecto,100.0,No sodico,1.0,-,-,-,-,40.0,Explanadas,Molisoles,Haplustoles,Haplustoles entico,0.0,,,,,6957.0
SANTIAGO DEL ESTERO,21069.0,MNtc-4,Asociacion,Climatica,Baja retenc humedad,-,95.0,80.0,Explanadas,Molisoles,Haplustoles,Haplustoles tipico,Franca,Franco arcillo limos,Bien drenado,100.0,No sodico,2.0,Moderada,-,-,-,20.0,Explanadas,Molisoles,Argiustoles,Argiustoles tipico,0.0,,,,,6888.0
SANTIAGO DEL ESTERO,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,6889.0
SANTIAGO DEL ESTERO,5055.0,ASud-3,Asociacion,Suscep eros hidrica,Drenaje deficiente,-,22.0,60.0,Loma,Alfisoles,Haplustalfes,Haplustalfes udico,Franco limosa,Franco arcillosa,Moderado,20.0,No sodico,1.0,Moderada,-,-,-,40.0,Media Loma,Molisoles,Argiustoles,Argiustoles udico,0.0,,,,,6890.0
SANTIAGO DEL ESTERO,50004.0,S,Salinas,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Salinas,Salinas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,6891.0
SANTIAGO DEL ESTERO,21071.0,MNtc-10,Asociacion,Suscep eros hidrica,Baja retenc humedad,-,57.0,60.0,Loma,Molisoles,Haplustoles,Haplustoles tipico,Franca,Franco arcillo limos,Bien drenado,100.0,No sodico,2.0,Moderada,-,-,-,40.0,Media Loma,Molisoles,Haplustoles,Haplustoles entico,0.0,,,,,6894.0
SANTIAGO DEL ESTERO,21017.0,EItc-11,Complejo,Salin en 1ros 50cm,-,-,40.0,60.0,Bajo,Entisoles,Torrifluventes,Torrifluventes tipico,Arenosa,Areno-gravillosa,Pobre,80.0,No sodico,1.0,Moderada,-,-,-,40.0,Explanadas,Molisoles,Haplustoles,Haplustoles aridico calcico,0.0,,,,,6895.0
SANTIAGO DEL ESTERO,21045.0,MKtc-9,Asociacion,Climatica,-,-,55.0,60.0,Explanadas,Molisoles,Argiustoles,Argiustoles tipico,Franca,Franca,Bien drenado,100.0,No sodico,1.0,-,-,-,-,40.0,Explanadas,Molisoles,Haplustoles,Haplustoles tipico,0.0,,,,,6897.0
SANTIAGO DEL ESTERO,50004.0,S,Salinas,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Salinas,Salinas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,6896.0
SANTIAGO DEL ESTERO,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,6900.0
SANTIAGO DEL ESTERO,20060.0,Co3,Complejo indifer,Suscep inund o anega,Salin en 1ros 50cm,Alcalin menos 50cm,3.0,100.0,V?a de escurrimiento,Complejo indiferenci,Complejo indiferenciado,No Clasificado xx,No determinada,No determinada,-,0.0,Mod.a fuerte,0.0,-,-,-,-,0.0,,,,,0.0,,,,,6958.0
SANTIAGO DEL ESTERO,21017.0,EItc-11,Complejo,Salin en 1ros 50cm,-,-,40.0,60.0,Bajo,Entisoles,Torrifluventes,Torrifluventes tipico,Arenosa,Areno-gravillosa,Pobre,80.0,No sodico,1.0,Moderada,-,-,-,40.0,Explanadas,Molisoles,Haplustoles,Haplustoles aridico calcico,0.0,,,,,6901.0
SANTIAGO DEL ESTERO,50004.0,S,Salinas,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Salinas,Salinas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,6905.0
SANTIAGO DEL ESTERO,21017.0,EItc-11,Complejo,Salin en 1ros 50cm,-,-,40.0,60.0,Bajo,Entisoles,Torrifluventes,Torrifluventes tipico,Arenosa,Areno-gravillosa,Pobre,80.0,No sodico,1.0,Moderada,-,-,-,40.0,Explanadas,Molisoles,Haplustoles,Haplustoles aridico calcico,0.0,,,,,6902.0
SANTIAGO DEL ESTERO,50004.0,S,Salinas,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Salinas,Salinas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,6903.0
SANTIAGO DEL ESTERO,21082.0,MNud-18,Complejo,Suscep inund o anega,Salin en 1ros 50cm,-,46.0,50.0,Explanadas,Molisoles,Haplustoles,Haplustoles udico,Franca,Franca,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Explanadas,Entisoles,Ustifluventes,Ustifluventes tipico,20.0,Microdepresion,Alfisoles,Haplustalfes,Haplustalfes tipico,6904.0
SANTIAGO DEL ESTERO,21054.0,MNai-7,Asociacion,Climatica,Baja retenc humedad,-,66.0,60.0,Explanadas,Molisoles,Haplustoles,Haplustoles aridico calcico,Franco arenosa,Franco arenosa,Algo Excesivo,100.0,No sodico,1.0,-,-,-,-,30.0,Loma,Entisoles,Torripsamentes,Torripsamentes tipico,10.0,Cubetas,Molisoles,Haplustoles,Haplustoles salortidico,6906.0
SANTIAGO DEL ESTERO,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,6959.0
SANTIAGO DEL ESTERO,21069.0,MNtc-4,Asociacion,Climatica,Baja retenc humedad,-,95.0,80.0,Explanadas,Molisoles,Haplustoles,Haplustoles tipico,Franca,Franco arcillo limos,Bien drenado,100.0,No sodico,2.0,Moderada,-,-,-,20.0,Explanadas,Molisoles,Argiustoles,Argiustoles tipico,0.0,,,,,6907.0
SANTIAGO DEL ESTERO,21077.0,MNtc-22,Complejo,Climatica,Baja retenc humedad,-,84.0,70.0,V?a de escurrimiento,Molisoles,Haplustoles,Haplustoles tipico,Franca,Franco arcillo limos,Bien drenado,100.0,No sodico,2.0,Moderada,-,-,-,30.0,Pie de Loma,Molisoles,Haplustoles,Haplustoles entico,0.0,,,,,6917.0
SANTIAGO DEL ESTERO,2027.0,MKud-16,Asociacion,Climatica,Suscep eros hidrica,-,67.0,60.0,Sector apical y medio de cono,Molisoles,Argiustoles,Argiustoles udico,Franca,Franco arcillosa,Bien drenado,100.0,No sodico,5.0,Ligera,-,-,-,20.0,V?a de escurrimiento,Entisoles,Ustifluventes,Ustifluventes tipico,20.0,Sector apical y medio de cono,Molisoles,Haplustoles,Haplustoles udico,7100.0
SANTIAGO DEL ESTERO,21010.0,ANve-1,Complejo,Suscep inund o anega,Acidez,-,22.0,100.0,V?a de escurrimiento,Alfisoles,Hapludalfes,Hapludalfes vertico,Franco limosa,Franco limosa,Moderado,80.0,No sodico,1.0,-,Moderada,-,-,0.0,,,,,0.0,,,,,6908.0
SANTIAGO DEL ESTERO,21017.0,EItc-11,Complejo,Salin en 1ros 50cm,-,-,40.0,60.0,Bajo,Entisoles,Torrifluventes,Torrifluventes tipico,Arenosa,Areno-gravillosa,Pobre,80.0,No sodico,1.0,Moderada,-,-,-,40.0,Explanadas,Molisoles,Haplustoles,Haplustoles aridico calcico,0.0,,,,,6909.0
SANTIAGO DEL ESTERO,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,6910.0
SANTIAGO DEL ESTERO,21058.0,MNen-1,Consociacion,Climatica,Suscep eros hidrica,-,61.0,100.0,Pendiente,Molisoles,Haplustoles,Haplustoles entico,Franco arenosa,Franco arenosa,Algo Excesivo,120.0,No sodico,1.0,Ligera,-,-,-,0.0,,,,,0.0,,,,,6918.0
SANTIAGO DEL ESTERO,21045.0,MKtc-9,Asociacion,Climatica,-,-,55.0,60.0,Explanadas,Molisoles,Argiustoles,Argiustoles tipico,Franca,Franca,Bien drenado,100.0,No sodico,1.0,-,-,-,-,40.0,Explanadas,Molisoles,Haplustoles,Haplustoles tipico,0.0,,,,,6919.0
SANTIAGO DEL ESTERO,21037.0,MKac-4,Complejo,Drenaje deficiente,Suscep inund o anega,-,43.0,40.0,V?a de escurrimiento,Molisoles,Argiustoles,Argiustoles acuico,Franco arcillosa,Arcillosa,Imperfecto,100.0,No sodico,2.0,Ligera,-,-,-,30.0,Explanadas,Molisoles,Argiustoles,Argiustoles tipico,30.0,Explanadas,Alfisoles,Haplustalfes,Haplustalfes vertico,7077.0
SANTIAGO DEL ESTERO,21037.0,MKac-4,Complejo,Drenaje deficiente,Suscep inund o anega,-,43.0,40.0,V?a de escurrimiento,Molisoles,Argiustoles,Argiustoles acuico,Franco arcillosa,Arcillosa,Imperfecto,100.0,No sodico,2.0,Ligera,-,-,-,30.0,Explanadas,Molisoles,Argiustoles,Argiustoles tipico,30.0,Explanadas,Alfisoles,Haplustalfes,Haplustalfes vertico,6921.0
SANTIAGO DEL ESTERO,21084.0,MOtc-14,Asociacion,Erosion hidrica actu,Suscep eros hidrica,-,30.0,50.0,Media Loma,Molisoles,Natrustoles,Natrustoles tipico,Franco limosa,Franco arcillo limos,Moderado,100.0,Debil,1.0,-,-,-,-,50.0,Media Loma,Entisoles,Ustifluventes,Ustifluventes tipico,0.0,,,,,6929.0
SANTIAGO DEL ESTERO,21074.0,MNtc-14,Asociacion,Climatica,Baja retenc humedad,-,56.0,50.0,Loma,Molisoles,Haplustoles,Haplustoles tipico,Franca,Franco arcillo limos,Bien drenado,100.0,No sodico,2.0,Moderada,-,-,-,30.0,Loma,Entisoles,Ustortentes,Ustortentes tipico,20.0,V?a de escurrimiento,Molisoles,Argiustoles,Argiustoles acuico,6930.0
SANTIAGO DEL ESTERO,21077.0,MNtc-22,Complejo,Climatica,Baja retenc humedad,-,84.0,70.0,V?a de escurrimiento,Molisoles,Haplustoles,Haplustoles tipico,Franca,Franco arcillo limos,Bien drenado,100.0,No sodico,2.0,Moderada,-,-,-,30.0,Pie de Loma,Molisoles,Haplustoles,Haplustoles entico,0.0,,,,,6922.0
SANTIAGO DEL ESTERO,22019.0,MKud-4,Asociacion,Suscep eros hidrica,-,-,68.0,70.0,Explanadas,Molisoles,Argiustoles,Argiustoles udico,Franca,Franco arcillosa,Bien drenado,100.0,No sodico,5.0,Ligera,-,-,-,30.0,Explanadas,Molisoles,Natrustoles,Natrustoles entico,0.0,,,,,7078.0
SANTIAGO DEL ESTERO,21069.0,MNtc-4,Asociacion,Climatica,Baja retenc humedad,-,95.0,80.0,Explanadas,Molisoles,Haplustoles,Haplustoles tipico,Franca,Franco arcillo limos,Bien drenado,100.0,No sodico,2.0,Moderada,-,-,-,20.0,Explanadas,Molisoles,Argiustoles,Argiustoles tipico,0.0,,,,,6923.0
SANTIAGO DEL ESTERO,21061.0,MNen-19,Asociacion,Climatica,Baja retenc humedad,-,63.0,70.0,Media Loma Alta,Molisoles,Haplustoles,Haplustoles entico,Franco arenosa,Franco arenosa,Algo Excesivo,120.0,No sodico,1.0,Ligera,-,-,-,30.0,Media loma baja,Molisoles,Haplustoles,Haplustoles tipico,0.0,,,,,6924.0
SANTIAGO DEL ESTERO,21017.0,EItc-11,Complejo,Salin en 1ros 50cm,-,-,40.0,60.0,Bajo,Entisoles,Torrifluventes,Torrifluventes tipico,Arenosa,Areno-gravillosa,Pobre,80.0,No sodico,1.0,Moderada,-,-,-,40.0,Explanadas,Molisoles,Haplustoles,Haplustoles aridico calcico,0.0,,,,,6925.0
SANTIAGO DEL ESTERO,21054.0,MNai-7,Asociacion,Climatica,Baja retenc humedad,-,66.0,60.0,Explanadas,Molisoles,Haplustoles,Haplustoles aridico calcico,Franco arenosa,Franco arenosa,Algo Excesivo,100.0,No sodico,1.0,-,-,-,-,30.0,Loma,Entisoles,Torripsamentes,Torripsamentes tipico,10.0,Cubetas,Molisoles,Haplustoles,Haplustoles salortidico,6931.0
SANTIAGO DEL ESTERO,21070.0,MNtc-6,Asociacion,Climatica,Suscep eros hidrica,-,58.0,70.0,Explanadas,Molisoles,Haplustoles,Haplustoles tipico,Franca,Franco arcillo limos,Bien drenado,100.0,No sodico,2.0,Moderada,-,-,-,30.0,V?a de escurrimiento,Molisoles,Argiustoles,Argiustoles tipico,0.0,,,,,6933.0
SANTIAGO DEL ESTERO,21020.0,EKtc-12,Complejo,Salin en 1ros 50cm,-,-,8.0,80.0,V?a de escurrimiento,Entisoles,Ustifluventes,Ustifluventes tipico,Arenosa,Arenosa,Algo Excesivo,80.0,Debil,1.0,Ligera,-,Interfiere labra,-,20.0,Explanadas,Molisoles,Haplustoles,Haplustoles salortidico,0.0,,,,,6970.0
SANTIAGO DEL ESTERO,21077.0,MNtc-22,Complejo,Climatica,Baja retenc humedad,-,84.0,70.0,V?a de escurrimiento,Molisoles,Haplustoles,Haplustoles tipico,Franca,Franco arcillo limos,Bien drenado,100.0,No sodico,2.0,Moderada,-,-,-,30.0,Pie de Loma,Molisoles,Haplustoles,Haplustoles entico,0.0,,,,,6932.0
SANTIAGO DEL ESTERO,21025.0,EPli-25,Complejo,Pendientes,Prof.Efectiva somera,-,3.0,50.0,Ladera empinada,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,20.0,Ladera escarpada,Entisoles,Ustortentes,Ustortentes litico,20.0,Ladera media,Molisoles,Haplustoles,Haplustoles litico,6939.0
SANTIAGO DEL ESTERO,21025.0,EPli-25,Complejo,Pendientes,Prof.Efectiva somera,-,3.0,50.0,Ladera empinada,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,20.0,Ladera escarpada,Entisoles,Ustortentes,Ustortentes litico,20.0,Ladera media,Molisoles,Haplustoles,Haplustoles litico,6934.0
SANTIAGO DEL ESTERO,21054.0,MNai-7,Asociacion,Climatica,Baja retenc humedad,-,66.0,60.0,Explanadas,Molisoles,Haplustoles,Haplustoles aridico calcico,Franco arenosa,Franco arenosa,Algo Excesivo,100.0,No sodico,1.0,-,-,-,-,30.0,Loma,Entisoles,Torripsamentes,Torripsamentes tipico,10.0,Cubetas,Molisoles,Haplustoles,Haplustoles salortidico,6935.0
SANTIAGO DEL ESTERO,21010.0,ANve-1,Complejo,Suscep inund o anega,Acidez,-,22.0,100.0,V?a de escurrimiento,Alfisoles,Hapludalfes,Hapludalfes vertico,Franco limosa,Franco limosa,Moderado,80.0,No sodico,1.0,-,Moderada,-,-,0.0,,,,,0.0,,,,,6936.0
SANTIAGO DEL ESTERO,21061.0,MNen-19,Asociacion,Climatica,Baja retenc humedad,-,63.0,70.0,Media Loma Alta,Molisoles,Haplustoles,Haplustoles entico,Franco arenosa,Franco arenosa,Algo Excesivo,120.0,No sodico,1.0,Ligera,-,-,-,30.0,Media loma baja,Molisoles,Haplustoles,Haplustoles tipico,0.0,,,,,6937.0
SANTIAGO DEL ESTERO,21070.0,MNtc-6,Asociacion,Climatica,Suscep eros hidrica,-,58.0,70.0,Explanadas,Molisoles,Haplustoles,Haplustoles tipico,Franca,Franco arcillo limos,Bien drenado,100.0,No sodico,2.0,Moderada,-,-,-,30.0,V?a de escurrimiento,Molisoles,Argiustoles,Argiustoles tipico,0.0,,,,,6941.0
SANTIAGO DEL ESTERO,21010.0,ANve-1,Complejo,Suscep inund o anega,Acidez,-,22.0,100.0,V?a de escurrimiento,Alfisoles,Hapludalfes,Hapludalfes vertico,Franco limosa,Franco limosa,Moderado,80.0,No sodico,1.0,-,Moderada,-,-,0.0,,,,,0.0,,,,,6942.0
SANTIAGO DEL ESTERO,21020.0,EKtc-12,Complejo,Salin en 1ros 50cm,-,-,8.0,80.0,V?a de escurrimiento,Entisoles,Ustifluventes,Ustifluventes tipico,Arenosa,Arenosa,Algo Excesivo,80.0,Debil,1.0,Ligera,-,Interfiere labra,-,20.0,Explanadas,Molisoles,Haplustoles,Haplustoles salortidico,0.0,,,,,6971.0
SANTIAGO DEL ESTERO,21073.0,MNtc-12,Asociacion,Climatica,Baja retenc humedad,-,80.0,50.0,Explanadas,Molisoles,Haplustoles,Haplustoles tipico,Franca,Franco arcillo limos,Bien drenado,100.0,No sodico,2.0,Moderada,-,-,-,50.0,Explanadas,Molisoles,Haplustoles,Haplustoles entico,0.0,,,,,7101.0
SANTIAGO DEL ESTERO,21060.0,MNen-15,Asociacion,Climatica,Baja retenc humedad,-,55.0,80.0,Explanadas,Molisoles,Haplustoles,Haplustoles entico,Franco arenosa,Franco arenosa,Algo Excesivo,120.0,No sodico,1.0,Ligera,-,-,-,20.0,Explanadas,Molisoles,Haplustoles,Haplustoles tipico,0.0,,,,,6943.0
SANTIAGO DEL ESTERO,21025.0,EPli-25,Complejo,Pendientes,Prof.Efectiva somera,-,3.0,50.0,Ladera empinada,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,20.0,Ladera escarpada,Entisoles,Ustortentes,Ustortentes litico,20.0,Ladera media,Molisoles,Haplustoles,Haplustoles litico,6944.0
SANTIAGO DEL ESTERO,21054.0,MNai-7,Asociacion,Climatica,Baja retenc humedad,-,66.0,60.0,Explanadas,Molisoles,Haplustoles,Haplustoles aridico calcico,Franco arenosa,Franco arenosa,Algo Excesivo,100.0,No sodico,1.0,-,-,-,-,30.0,Loma,Entisoles,Torripsamentes,Torripsamentes tipico,10.0,Cubetas,Molisoles,Haplustoles,Haplustoles salortidico,6945.0
SANTIAGO DEL ESTERO,21064.0,MNen-59,Complejo,Climatica,Alcalin menos 50cm,Salin en 1ros 50cm,34.0,50.0,Llanura,Molisoles,Haplustoles,Haplustoles entico,Franco arenosa,Franco arenosa,Algo Excesivo,120.0,No sodico,1.0,Ligera,-,-,-,30.0,V?a de escurrimiento,Entisoles,Ustifluventes,Ustifluventes tipico,20.0,Depresion abierta,Alfisoles,Natracualfes,Natracualfes tipico,6946.0
SANTIAGO DEL ESTERO,21025.0,EPli-25,Complejo,Pendientes,Prof.Efectiva somera,-,3.0,50.0,Ladera empinada,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,20.0,Ladera escarpada,Entisoles,Ustortentes,Ustortentes litico,20.0,Ladera media,Molisoles,Haplustoles,Haplustoles litico,6947.0
SANTIAGO DEL ESTERO,21002.0,AEtc-7,Asociacion,Suscep inund o anega,Alcalin menos 50cm,Salin en 1ros 50cm,12.0,70.0,Bajo,Alfisoles,Natracualfes,Natracualfes tipico,Franco arenosa,Arcillosa,Pobre,80.0,Poca,1.0,-,-,-,-,30.0,Bajo,Molisoles,Natracuoles,Natracuoles tipico,0.0,,,,,6948.0
SANTIAGO DEL ESTERO,21040.0,MKud-4,Asociacion,Suscep eros hidrica,-,-,68.0,70.0,Explanadas,Molisoles,Argiustoles,Argiustoles udico,Franca,Franco arcillosa,Bien drenado,100.0,No sodico,5.0,Ligera,-,-,-,30.0,Explanadas,Molisoles,Haplustoles,Haplustoles entico,0.0,,,,,7079.0
SANTIAGO DEL ESTERO,21064.0,MNen-59,Complejo,Climatica,Alcalin menos 50cm,Salin en 1ros 50cm,34.0,50.0,Llanura,Molisoles,Haplustoles,Haplustoles entico,Franco arenosa,Franco arenosa,Algo Excesivo,120.0,No sodico,1.0,Ligera,-,-,-,30.0,V?a de escurrimiento,Entisoles,Ustifluventes,Ustifluventes tipico,20.0,Depresion abierta,Alfisoles,Natracualfes,Natracualfes tipico,6949.0
SANTIAGO DEL ESTERO,21054.0,MNai-7,Asociacion,Climatica,Baja retenc humedad,-,66.0,60.0,Explanadas,Molisoles,Haplustoles,Haplustoles aridico calcico,Franco arenosa,Franco arenosa,Algo Excesivo,100.0,No sodico,1.0,-,-,-,-,30.0,Loma,Entisoles,Torripsamentes,Torripsamentes tipico,10.0,Cubetas,Molisoles,Haplustoles,Haplustoles salortidico,6954.0
SANTIAGO DEL ESTERO,21016.0,DKah-2,Complejo,Alcalin menos 50cm,Suscep inund o anega,-,6.0,50.0,Llanura extendida,Aridisoles,Salortides,Salortides acuolico,Franco arenosa,Franco arenosa,Pobre,100.0,Debil,1.0,-,-,-,-,50.0,Llanura extendida,Entisoles,Ustifluventes,Ustifluventes tipico,0.0,,,,,6955.0
SANTIAGO DEL ESTERO,21055.0,MNai-10,Complejo,Climatica,Baja retenc humedad,-,61.0,40.0,Explanadas,Molisoles,Haplustoles,Haplustoles aridico calcico,Franco arenosa,Franco arenosa,Algo Excesivo,100.0,No sodico,1.0,-,-,-,-,40.0,Explanadas,Aridisoles,Calciortides,Calciortides tipico,20.0,Bajo,Molisoles,Argiustoles,Argiustoles acuico,7019.0
SANTIAGO DEL ESTERO,21067.0,MNst-1,Complejo,Salin en 1ros 50cm,Climatica,-,37.0,60.0,Bajo,Molisoles,Haplustoles,Haplustoles salortidico,Franca,Franco arcillosa,Imperfecto,100.0,No sodico,1.0,-,-,-,-,40.0,Explanadas,Molisoles,Haplustoles,Haplustoles entico,0.0,,,,,6987.0
